ID,createdAt,createdBy,modifiedAt,modifiedBy,member_ID_ID,skill_ID_ID
2890514d-dc9a-40d3-8548-a6de2347400f,2020-04-14,john.doe@company.com,,,7f01f0bf-7311-4b0c-bd9f-a00d708b99ac,4b6dde82-d75e-4120-9714-a5e1cb215b30
b4086b14-d2ed-4bbb-bb59-d16a27987e6e,2020-04-14,john.doe@company.com,,,7f01f0bf-7311-4b0c-bd9f-a00d708b99ac,591ed0c7-cebd-42aa-b65f-c7376c7f8971
cca18b56-cc67-4470-98cd-cd831dbe899a,2020-04-14,john.doe@company.com,,,7f01f0bf-7311-4b0c-bd9f-a00d708b99ac,be484af4-0f64-4c94-87cc-562069f2cef3
9398dfc8-a44b-484f-a7a2-c9886344ee11,2020-04-14,john.doe@company.com,,,7f01f0bf-7311-4b0c-bd9f-a00d708b99ac,956b6c0f-fa32-4641-8f2d-0210f920282b
f623cc79-15ee-4b43-b263-d142c7432489,2020-04-14,john.doe@company.com,,,7f01f0bf-7311-4b0c-bd9f-a00d708b99ac,58580d33-93c9-4513-873c-006623d766a1
c660bcdc-91ff-4052-b006-330c01f04b6d,2020-04-14,john.doe@company.com,,,7f01f0bf-7311-4b0c-bd9f-a00d708b99ac,2a98290c-46af-4aaa-91bf-4fbfcfa04262
c2337f00-e825-40f7-8807-4c2dfa0328f9,2020-04-14,john.doe@company.com,,,2a98290c-46af-4aaa-91bf-4fbfcfa04262,6651ce14-1def-46c4-968b-d1762d4c1ece
bc39c260-110d-4f84-912d-50bc26019bbb,2020-04-14,john.doe@company.com,,,2a98290c-46af-4aaa-91bf-4fbfcfa04262,6a207bf7-cf7f-4aad-84f3-e1b22d8d3f3a
cc62bd16-c89f-4da9-96a9-ee042b891382,2020-04-14,john.doe@company.com,,,2a98290c-46af-4aaa-91bf-4fbfcfa04262,be484af4-0f64-4c94-87cc-562069f2cef3
3a92a324-d484-443e-9360-ac3a2bcbdc4a,2020-04-14,john.doe@company.com,,,d2e81768-28a4-47da-8bc6-205164910be8,956b6c0f-fa32-4641-8f2d-0210f920282b
e6217a92-dbc9-4dfd-9faf-99c2dec8bd30,2020-04-14,john.doe@company.com,,,d2e81768-28a4-47da-8bc6-205164910be8,fa248698-f36e-4cbd-9154-a60f49fbceee
d86f08e2-0ffb-4f16-9612-c7c16584aac8,2020-04-14,john.doe@company.com,,,d2e81768-28a4-47da-8bc6-205164910be8,be484af4-0f64-4c94-87cc-562069f2cef3
df987e92-8562-4666-b1d8-e49443558781,2020-04-14,john.doe@company.com,,,0fe05cb3-6f7f-4056-96d3-051e86f1e14b,591ed0c7-cebd-42aa-b65f-c7376c7f8971
0ac10ca4-b165-4785-adba-4772da882a3d,2020-04-14,john.doe@company.com,,,0fe05cb3-6f7f-4056-96d3-051e86f1e14b,6a207bf7-cf7f-4aad-84f3-e1b22d8d3f3a
5c361bfc-f8af-423e-bf71-63ce051b6eac,2020-04-14,john.doe@company.com,,,0fe05cb3-6f7f-4056-96d3-051e86f1e14b,be484af4-0f64-4c94-87cc-562069f2cef3
2fb927cf-5044-46ef-bd71-80740a3d8ed9,2020-04-14,john.doe@company.com,,,0fe05cb3-6f7f-4056-96d3-051e86f1e14b,fa248698-f36e-4cbd-9154-a60f49fbceee
c1293208-fb99-490d-a60f-632c5eecfd1c,2020-04-14,john.doe@company.com,,,06f6456a-a200-4853-a359-0cc7c2f5fe81,06f6456a-a200-4853-a359-0cc7c2f5fe81
c7a3db11-d176-46a4-b4a2-2b76549c3618,2020-04-14,john.doe@company.com,,,06f6456a-a200-4853-a359-0cc7c2f5fe81,4b6dde82-d75e-4120-9714-a5e1cb215b30
72ae4c41-0ee8-4e0f-9c45-492db056dc72,2020-04-14,john.doe@company.com,,,9068b123-aa6a-4abc-bf28-5a9931c7d903,06f6456a-a200-4853-a359-0cc7c2f5fe81
84522e7b-a84b-46ac-a813-7a9e50aef3de,2020-04-14,john.doe@company.com,,,9068b123-aa6a-4abc-bf28-5a9931c7d903,4b6dde82-d75e-4120-9714-a5e1cb215b30
d7f7f44d-7b03-4d26-b348-626624a8de82,2020-04-14,john.doe@company.com,,,9068b123-aa6a-4abc-bf28-5a9931c7d903,591ed0c7-cebd-42aa-b65f-c7376c7f8971
ad42da63-6ac8-4758-b090-e9e109769070,2020-04-14,john.doe@company.com,,,9068b123-aa6a-4abc-bf28-5a9931c7d903,6651ce14-1def-46c4-968b-d1762d4c1ece
30ecaddc-fb78-4706-8d11-3de0403ee1f7,2020-04-14,john.doe@company.com,,,9068b123-aa6a-4abc-bf28-5a9931c7d903,6a207bf7-cf7f-4aad-84f3-e1b22d8d3f3a
303de506-b2ec-4ac2-b63e-692f79d97749,2020-04-14,john.doe@company.com,,,9068b123-aa6a-4abc-bf28-5a9931c7d903,6a207bf7-cf7f-4aad-84f3-e1b22d8d3f3a
0b0473ac-371b-48fc-a80a-282f1a327d5e,2020-04-14,john.doe@company.com,,,abe23871-c37e-42b1-a4c9-77cbb35c880e,be2039f0-86d3-4d08-aec6-8f2724e8bd4e
ca25f530-2421-4833-9360-93680a035d55,2020-04-14,john.doe@company.com,,,abe23871-c37e-42b1-a4c9-77cbb35c880e,be484af4-0f64-4c94-87cc-562069f2cef3
14f1d234-4efa-482c-882f-c1fc775900d7,2020-04-14,john.doe@company.com,,,abe23871-c37e-42b1-a4c9-77cbb35c880e,4b6dde82-d75e-4120-9714-a5e1cb215b30
